publish_date,headline_text
2016-10-17 19:27:29,Uninspiring Economic Data Causes the USD to Lose Its Footing
2016-10-17 13:30:41,Yen Flat After Kuroda Talks About Stimulus Again
2016-10-16 11:56:36,EUR/USD Closes Under Significant Level 0 — % Weekly Loss D
2016-10-15 12:25:56,Dollar Logs Big Weekly Gains as Fed Suggests Tightening Soon
2016-10-14 12:58:08,Dollar Rallies as Data Feeds Outlook for Interest Rate Hike
2016-10-14 12:44:15,Australian Dollar Jumps After China’s Data Surprises
2016-10-13 12:25:47,Australian Dollar Trims Losses After Intraday Drop
2016-10-13 12:04:12,Turkish Lira at Record Low
2016-10-12 11:52:08,Japanese Yen Falls as Kuroda Talks About Easing Yet Again
2016-10-12 11:29:17,Australian Dollar Climbs After Consumer Sentiment Report
2016-10-11 10:15:49,South African Rand Plunges as Pravin Gordhan Summoned to Court 9
2016-10-11 09:35:05,Pound Remains on Path of Steady Decline 8
2016-10-10 09:21:29,Mexican Peso Soars After Second US Presidential Debates
2016-10-10 08:40:12,Yen Recovers After Dropping on Kuroda’s Comments
2016-10-08 12:35:40,US Dollar Ends Week with Gains Despite Weak NFP
2016-10-07 09:00:53,Great Britain Crashes to New Lows Only to Recover Immediately
2016-10-07 08:35:24,"Euro Falls vs. Safer Rivals, Firm vs. Other Peers d"
2016-10-06 20:10:35,Great Britain Pound at New -Year Low
2016-10-06 15:57:50,Dollar Strong Ahead of Non-Farm Payrolls
2016-10-06 09:35:12,"Swiss Inflation Misses Forecast, Makes Franc Weak"
2016-10-06 09:23:37,Australian Dollar Trades Lower Even as Trade Deficit Shrinks
2016-10-06 01:32:59,Canadian Dollar Stays Flat After Mixed Trading
2016-10-05 23:17:12,Dollar Trades Flat During Wednesday
2016-10-05 10:35:25,New Zealand Dollar Drops with Dairy Prices 09
2016-10-05 10:07:55,Australian Dollar Doesn’t Get Help from Economic Data
2016-10-04 11:06:32,"Australian Dollar Flat vs. US Dollar, Gains on Other Rivals After RBA"
2016-10-04 10:58:51,Great Britain Pound at Three-Decade Low Against US Dollar
2016-10-04 02:41:08,Dollar Extends Monday’s Gains into Tuesday
2016-10-04 01:36:15,"Australian Dollar Higher After Economic Data, Waits for RBA"
2016-10-03 10:42:29,"Yen Slips After Tankan Survey, Tries to Regain Footing"
2016-10-03 10:13:02,"Date for Brexit Set, Britain’s Pound Soft"
2016-10-01 12:35:01,Canadian Dollar Ends Week Higher Against Most Rivals
2016-10-01 00:35:40,Canadian Dollar Ends Trading Higher on Strong GDP
2016-09-30 22:10:14,Euro Recovers After Losses Caused by Deutsche Bank
2016-09-30 01:45:31,Canadian Dollar Goes Lower After Two Days of Gains
2016-09-29 23:00:13,Interest Rate Hike Doesn’t Help Mexican Peso
2016-09-29 16:09:41,Domestic Data &amp; Market Sentiment Drive Yen Down
2016-09-29 15:49:54,"Pound Under Pressure from Stimulus Eectations, Manages to Beat Yen"
2016-09-29 00:55:42,Canadian Dollar Maintains Rally Caused by OPEC Decision C0d
2016-09-28 23:15:30,"Dollar Flat vs. Rivals, Down vs. Commodity Currencies"
2016-09-28 10:57:30,NZ Dollar Dips amid Quiet Trading
2016-09-28 10:19:10,Pound Slides as BoE Deputy Governor Talks About Stimulus 9
2016-09-28 01:38:04,Canadian Dollar Struggles to Keep Gains c
2016-09-28 00:27:15,US Dollar Mixed amid Barrage of News
2016-09-27 16:59:15,Brazilian Real Gains vs. US Dollar During Tuesday’s Trading 0
2016-09-27 16:35:52,Yen Recovers After Intraday Drop
2016-09-26 23:59:49,"Canadian Dollar Falls on Monday, Rally of Crude Oil Doesn’t Help"
2016-09-26 22:42:51,US Dollar Soft as Traders Worry About Presidential Elections 2
2016-09-26 16:50:50,Pound Goes Lower as Brexit Fears Return C
2016-09-26 16:26:50,Japanese Yen Higher Even as Kuroda Speaks About Easing
2016-09-26 15:38:18,Future Does Not Look Bright for Canadian Dollar
2016-09-24 16:58:52,Dollar Ends Week Soft as Fed Stays Passive
2016-09-23 21:04:26,Pound Ends Trading Lower as Boris Johnson Hints at Brexit Timing d
2016-09-23 13:33:55,"Canada’s Inflation &amp; Retail Sales Miss Eectations, CAD Suffers Dc2"
2016-09-23 13:12:29,Euro Trades Higher After Markit Releases PMIs d
2016-09-22 17:18:29,South African Rand Steady After Central Bank Maintains Policy Stable
2016-09-22 16:56:05,NZ Dollar Lower as RBNZ Continues to Talk About Stimulus
2016-09-21 15:59:12,Australian Dollar Rises After Release of Leading Index
2016-09-21 15:42:27,Yen Trades Higher After BoJ Meeting
2016-09-20 16:34:53,Swiss Franc Trades Higher on Tuesday
2016-09-20 16:12:04,Aussie Higher vs. Greenback &amp; Euro After RBA Minutes 0D9
2016-09-20 01:09:00,Canada Settles Flat on Monday 8
2016-09-19 23:12:23,Dollar Trades Little Lower on Monday
2016-09-19 14:57:17,Aussie Trades Higher After Release of Leading Index
2016-09-19 14:43:25,New Zealand Dollar Trades Higher on Monday 8
2016-09-17 15:16:41,Swiss Franc Joins Dollar &amp; Yen in Rally
2016-09-16 15:47:12,Dollar Strong After Inflation Beats Eectations
2016-09-16 11:11:20,Japanese Yen Higher amid Quiet Trading
2016-09-16 10:50:53,"Pound Drops, Heads to Weekly Losses"
2016-09-15 18:02:49,"CHF Gains on USD, GBP &amp; EUR After Central Bank’s Meeting"
2016-09-15 16:33:11,Pound Somewhat Soft After BoE Policy Announcement
2016-09-15 08:56:17,"New Zealand GDP Trails Eectations, NZ Dollar Gives Ground"
2016-09-15 08:35:35,Australian Dollar Remains Steady After Employment Data
2016-09-14 11:54:05,Australian Dollar Trades Higher Ahead of Thursday’s Employment Data
2016-09-14 11:35:07,"New Zealand Current Account Logs Deficit, NZD Remains Firm"
2016-09-13 16:46:15,Canadian Dollar Loses Ground as Crude Oil Slumps
2016-09-13 15:39:51,Dollar Rebounds After Monday’s Decline c
2016-09-13 14:19:42,Could the Carry Trade Help the Aussie? 2D
2016-09-13 10:38:11,Euro Unfazed by Economic Sentiment
2016-09-13 10:27:06,Pound Down as Inflation Misses Eectations
2016-09-12 21:12:22,Canadian Dollar Bounces After Earlier Losses
2016-09-12 18:55:25,Dollar Goes Lower After Brainard Speaks C
2016-09-12 16:54:25,Great Britain Pound: Factors to Watch During Week c
2016-09-12 15:39:12,Greenback Trades Mixed Ahead of Brainard Speech
2016-09-12 14:50:32,UK Pound Hangs on to Recent Gains
2016-09-12 13:01:44,Yen Strong Against Rivals During Monday’s Trading
2016-09-12 12:40:45,Australian Dollar Falls with Global Stocks &amp; Bonds
2016-09-10 12:27:19,Euro Ends Week Higher vs. Dollar &amp; Pound
2016-09-10 02:02:01,Canadian Dollar Ends Trading Soft
2016-09-09 17:33:31,Dollar Strong Against Rivals After Rosengren Talks About Tightening
2016-09-09 09:56:22,Economic Data Detrimental to Australian Dollar
2016-09-09 09:41:45,Great Britain Pound Steady
2016-09-08 18:21:23,"CAD Falls vs. USD &amp; EUR, Beats JPY"
2016-09-08 16:53:07,Euro Climbs as ECB Remains Passive but Struggles to Keep Gains
2016-09-08 10:24:54,Yen Little Changed Following Positive Revision of Japan’s GDP
2016-09-08 10:15:11,Australian Dollar Higher After Trade Balance Improves c
2016-09-07 17:52:40,NZD Highest in More Than Year vs. USD &amp; EUR
2016-09-07 17:29:25,Australian Dollar Lower as Economic Data Hurts
2016-09-07 13:46:37,Eurozone GDP Keeps Euro Rangebound Against Majors 01U
2016-09-06 15:51:39,US Dollar Drops on Fading Rate Hike Eectations
2016-09-06 09:40:55,Swiss Franc Soft Despite Supportive Economic Data
2016-09-06 09:20:07,Aussie Climbs After RBA Keeps Rates Stable
2016-09-05 11:05:08,Yen Jumps After Kuroda Speaks
2016-09-05 10:07:25,"Pound Higher vs. Dollar on UK Services PMI, Fails to Beat Yen 9D"
2016-09-03 11:04:45,US Dollar Ends Week Mixed as NFP Muddles Fed Outlook
2016-09-02 18:11:58,Canadian Dollar Finds Support in Domestic Data &amp; Rally of Crude Oil
2016-09-02 16:45:30,Dollar Bounces After Dropping on NFP
2016-09-02 10:13:26,"Yen Goes Down, Economic Data Doesn’t Support"
2016-09-02 09:21:01,Pound Little Changed After UK Construction PMI Improves
2016-09-01 10:36:00,UK Pound Climbs with Help from Manufacturing c
2016-09-01 10:08:45,Australian Dollar Higher Even Without Support from Economic Data
2016-08-31 14:41:26,Housing Market Helps UK Pound Today
2016-08-31 11:36:47,New Zealand Dollar Rises Despite Falling Business Confidence
2016-08-31 11:20:32,Hungarian Forint Declines with Foreign Investment
2016-08-30 15:15:36,Falling Oil Prices Continue to Weigh on Canadian Dollar U
2016-08-30 14:34:33,Euro Mostly Stuck in Forex Trading
2016-08-29 15:26:29,Coming Rate Hike Sends US Dollar Higher
2016-08-29 14:45:46,UK Pound Continues to Struggle on Brexit Fallout
2016-08-29 11:41:44,Aussie Moves Lower During Monday’s Trading 8
2016-08-29 11:17:17,Yen Soft as Kuroda Talks About Additional Stimulus
2016-08-27 20:36:19,"Dollar Ends Week with Gains, Supported by Yellen"
2016-08-26 07:55:39,Euro Higher vs. Dollar as German Consumer Climate Improves c
2016-08-26 07:41:44,Yen Little Changed After CPI Shows Drop
2016-08-25 22:42:09,"South African Rand Rises, Remains Under Pressure from Political Uncertainty 22"
2016-08-25 22:20:45,Mexican Peso Little Changed After Current Account Gap Increases
2016-08-24 19:53:12,Turkish Lira Bounces After Earlier Drop
2016-08-24 19:24:32,South African Rand Tumbles Over Political Turmoil
2016-08-23 19:40:10,Dollar Mixed as Traders Wait for Yellen &amp; Jackson Hole Symposium c
2016-08-23 08:48:01,Pound Firm During Tuesday’s Trading
2016-08-23 08:36:25,Euro Mixed After Release of PMIs
2016-08-23 00:09:54,NZD Hard Pressed to Keep Gains Caused by Wheeler’s Comments
2016-08-22 23:06:29,Canadian Dollar Drops Following Prices for Crude
2016-08-22 13:52:36,US Dollar Mostly Rangebound Ahead of Jackson Hole
2016-08-22 13:19:14,Euro Slightly Lower as Forex Traders Wait for Data
2016-08-22 08:55:56,Yen Suffers from Fischer’s Comments
2016-08-22 08:22:32,Australian Dollar Firms After Opening Sharply Lower
2016-08-20 21:11:59,Week Ends with Losses for US Dollar as Policy Outlook Mixed D
2016-08-19 23:52:53,Pound Ends Friday with Losses
2016-08-19 20:47:33,Talks About Fed Tightening Buoy US Dollar
2016-08-19 14:56:11,Polish Zloty Under Pressure from Monetary Easing Outlook
2016-08-19 14:35:04,Canadian Dollar Suffers from Disappointing CPI &amp; Retail Sales
2016-08-19 00:23:02,Canadian Dollar Little Changed After Thursday’s Rally
2016-08-18 20:14:00,Dollar Remains Vulnerable After Fed Minutes c
2016-08-18 16:12:04,Pound Rises with Strong Retail Sales
2016-08-18 15:53:16,"Australian Dollar Rallies After Employment Data, Trims Gains D"
2016-08-17 15:23:00,Australian Dollar Follows NZ Peer into Decline
2016-08-17 15:15:55,NZ Dollar Fails to Keep Gains Despite Helpful Economic Data
2016-08-17 14:25:48,Euro Mostly Higher Today as Eerts Talk of Reform
2016-08-17 13:48:20,US Dollar Gains on Revived Hopes of a Rate Hike 0
2016-08-16 23:35:30,Loonie Mixed Despite Supportive Fundamentals
2016-08-16 21:53:39,Pound Jumps with Improving Economic Indicators
2016-08-16 16:42:11,NZ Dollar Stays Resilient
2016-08-16 16:19:41,Australian Dollar Mixed After RBA Minutes
2016-08-16 14:06:36,Japanese Yen Gains Against Majors After Losses Last Week
2016-08-15 15:02:29,Swiss Franc Mixed After PPI
2016-08-15 14:54:40,Yen Mostly Lower as GDP Stagnates
2016-08-12 14:20:54,NZ Dollar Shows Mixed Performance
2016-08-12 13:59:43,Australian Halts Rally as Data from China Not Encouraging
2016-08-11 15:13:48,Australian Dollar Follows Movement of New Zealand Dollar 0D
2016-08-11 14:55:18,New Zealand Dollar Stages Uneected Rally After RBNZ Cuts Rates
2016-08-10 14:56:18,US Dollar Drops as Fed Rate Hike Slips Further Into the Future
2016-08-10 13:58:55,Euro Gets Some Breathing Room c
2016-08-10 11:43:27,New Zealand Dollar Firm Ahead of Policy Meeting
2016-08-10 11:34:55,Australian Dollar Continues Climb Higher
2016-08-09 15:53:18,Pound Drops for Fifth Day Against Dollar
2016-08-09 14:01:19,"Aussie Bounces vs. Greenback, Remains Down vs. Yen"
2016-08-08 10:28:05,New Zealand Dollar Attempts to Reverse Losses
2016-08-08 09:55:13,Australian Dollar Undeterred by News from China d
2016-08-06 13:35:18,Pound Suffers Weekly Losses as BoE Implements QE
2016-08-05 20:11:03,Canadian Dollar Plunges as Employment Falls &amp; Trade Deficit Grows
2016-08-05 18:27:58,Dollar Bounces as Non-Farm Payrolls Surprise Positively
2016-08-05 11:14:42,Sterling Recovers Following Plunge on BoE Stimulus
2016-08-05 11:05:45,Australian Dollar Rises After RBA Statement &amp; Construction Index
2016-08-04 14:59:12,Australian Dollar Higher Despite Lackluster Retail Sales d
2016-08-04 13:16:17,Pound Down as BoE Steps in with Eanded Stimulus
2016-08-03 12:02:04,Loonie Continues to Recover From Last Week’s Plunge d
2016-08-03 10:19:12,Yen Halts Rally 0
2016-08-03 09:54:21,Great Britain Pound Near Opening After Poor Services PMI
2016-08-02 15:27:18,NZD Gains on USD with Support from Economic Data
2016-08-02 14:51:33,Australian Dollar Faces Interest Rate Cut with Resilience
2016-08-01 13:29:54,"Euro Mostly Higher, But Losses Could Be Coming"
2016-08-01 12:32:42,Greenback Gains Ground After Last Week’s Losses
2016-08-01 11:13:04,Pound Goes Down as UK Manufacturing PMI Revised Lower
2016-08-01 10:58:32,Chinese Yuan Lower vs. US Dollar
2016-07-28 13:31:53,Strong Data Can’t Help UK Pound
2016-07-26 13:01:14,Aussie Moderates After Earlier Spike
2016-07-26 12:18:10,Japanese Yen Gains on Change in Stimulus Eectations
2016-07-25 13:27:02,German IFO Helps Euro in Forex Trading
2016-07-25 12:31:02,US Dollar Loses Ground Ahead of Fed Meeting C
2016-07-22 16:06:21,Canadian Dollar Pulls Back After Earlier Gains
2016-07-22 12:33:40,UK Pound Plunges on Latest PMI Reading
2016-07-21 11:02:33,Euro Trade Mixed on the Forex Market
2016-07-18 11:54:35,US Dollar Performance Choppy in Forex Trading
2016-07-14 20:58:53,"Australian Dollar Climbs, Ignoring Disappointing Employment"
2016-07-14 20:23:31,Sterling Jumps After BoE Delays Monetary Easing
2016-07-14 10:38:23,"Upbeat Forecast, Higher Oil Prices Help Canadian Dollar"
2016-07-13 11:23:06,Euro Trades Mixed as Forex Traders Consider What’s Next u
2016-07-12 17:48:06,Great Britain Pound Jumps as Markets Welcome New Prime Minister
2016-07-12 11:39:31,Japanese Yen Drops on Eectations for More Stimulus
2016-07-12 10:59:13,Risk Appetite Sends US Dollar Lower Against Majors
2016-07-11 20:51:33,Forecast for Sterling Bearish due to Outlook for BoE Decision c
2016-07-11 18:24:42,Canadian Dollar Follows Crude Oil to Downside 0
2016-07-11 17:39:42,Pound Bounces as Theresa May Remains Single Candidate for PM Seat
2016-07-11 15:48:35,Euro Continues to Struggle Following Brexit Fallout
2016-07-11 10:15:09,Sterling Drops as Traders Brace for Easing from Bank of England
2016-07-11 10:02:11,Yen Drops After Elections in Japan
2016-07-09 14:54:38,US Dollar Ends Week Mixed as NFP Do Not Give Edge 2
2016-07-08 22:03:25,"Yen Goes Higher, Making Japanese Policy Makers Unhappy"
2016-07-08 21:42:40,Brazilian Real Jumps vs. US Dollar
2016-07-08 21:28:04,Canadian Dollar Settles Lower After Jobs Data
2016-07-08 17:33:46,Non-Farm Payrolls Fail to Boost Dollar
2016-07-07 13:14:46,Swiss Franc Soft Despite Positive CPI
2016-07-07 13:02:53,S&amp Cuts Australia’s Credit Rate Outlook c
2016-07-07 00:55:31,US Dollar Mixed as Good Data Countered by Fed Minutes D
2016-07-07 00:37:51,Falling Canadian Dollar Gets Help from Crude Oil
2016-07-06 13:24:24,Great Britain Pound Touches Fresh Multi-Year Lows
2016-07-06 13:12:40,Yen Rallies to New Multi-Year Highs vs. Dollar &amp; Pound
2016-07-05 12:51:17,Positive Data Fails to Buoy New Zealand Dollar
2016-07-05 12:39:49,Australian Dollar Falls After RBA Meeting
2016-07-04 17:26:37,Australian Dollar Rallies as Markets Calm Down UU
2016-07-04 17:02:18,"Pound Gains, Disregarding Deteriorating Construction Sector"
2016-07-02 11:37:42,Great Britain Pound Fails to Recover After Brexit
2016-07-01 17:31:09,Mexican Peso Drops Following Interest Rate Hike
2016-07-01 16:30:44,Brazil’s Central Bank Intervenes to Weaken Real
2016-06-30 22:55:14,Canadian Dollar Swings Between Gains &amp; Losses
2016-06-30 18:58:43,Brazilian Real Rises for Third Day
2016-06-30 18:11:16,Great Britain Pound Tanks After Carney Speaks About Stimulus 0
2016-06-29 11:37:02,Gains of Turkish Lira Limited by Terrorist Attack
2016-06-29 10:10:28,Aussie Moves Higher for Second Day
2016-06-28 13:47:15,Brazilian Real Gains as Central Bank Suggests No Interest Rate Cuts u
2016-06-28 13:09:40,Australian Dollar Takes Breath
2016-06-28 00:01:18,Pound Hits New Lows amid Post-Referendum Turmoil
2016-06-27 22:27:54,Canadian Dollar Suffers as Brexit Continues Rattle Markets
2016-06-27 12:47:47,NZ Dollar Fails to Rally on Rising Trade Surplus
2016-06-27 12:25:44,Yen Continues to Rise Against Pound U9
2016-06-25 14:39:54,Pound Ends Week with Huge Losses After Brexit Becomes Real
2016-06-23 12:44:08,NZ Dollar Jumps While Britons Vote in Referendum
2016-06-23 12:33:58,"Norway Central Bank Makes No Changes to Policy, Krone Climbs"
2016-06-22 13:47:03,"Swiss Franc Joins Rally vs. US Dollar, Unable to Beat Euro"
2016-06-22 13:03:10,Helpful Fundamentals Make Australian Dollar Stronger
2016-06-20 15:58:55,New Zealand Dollar Rallies Ignoring Domestic Fundamentals 0
2016-06-20 15:09:46,Canadian Dollar Goes Higher with Help of Crude Oil &amp; Brexit Outlook
2016-06-20 08:57:21,Pound Jumps More than % Against Dollar &amp; Yen
2016-06-20 08:28:45,"Australian Dollar Opens Sharply Higher, Moves Further Up"
2016-06-20 08:07:11,Better to Avoid Sterling Ahead of Britain’s Referendum 9
2016-06-18 11:23:36,"Pound Starts Week Weak, Bounces by Weekend"
2016-06-17 09:41:16,New Zealand Dollar Gets Little Help from GDP Data 0d
2016-06-17 09:31:38,Pound Remains Firm After Bank of England Meeting
2016-06-17 00:48:31,Pound Rebounds After Attack on Pro-EU Lawmaker
2016-06-16 23:32:15,Australian Dollar Weak Despite Supportive Employment Data
2016-06-16 12:05:18,"Swiss Franc Falls vs. Dollar, Flat vs. Euro"
2016-06-16 10:11:41,Yen at Multi-Year Highs as BoJ Stands Pat 2
2016-06-15 23:02:11,Canadian Dollar Doesn’t Join Rally vs. US Dollar
2016-06-15 21:57:29,Dollar Trades Lower After Fed Makes Policy Announcement
2016-06-15 08:36:28,Australian Dollar Rises in Spite of Economic Data 8
2016-06-15 08:24:53,NZ Dollar Up as Current Account Turns Positive
2016-06-14 23:30:46,"Dollar Stronger amid Fears, Yen &amp; Swissie Hold Ground 88"
2016-06-14 22:55:53,"Brexit Votes Lead in Polls, GBP Extends Run to Downside"
2016-06-14 16:30:32,Australian Dollar Touched Four-Year Low vs. Yen
2016-06-14 16:15:47,South African Rand Falls as Current Account Deficit Widens 8
2016-06-14 02:30:44,Canadian Dollar Attempts to Recover After Falling on Monday
2016-06-14 01:13:40,Pound Feels Weight of Brexit Fears
2016-06-13 17:29:05,Polish Zloty Falls After Comments of MPC Member
2016-06-13 16:46:50,Mexican Peso Drops amid Unfavorable Market Sentiment
2016-06-13 14:11:33,US Dollar Pulls Back on Uncertainty
2016-06-11 16:46:07,Pound Logs Weekly Losses as Brexit Threat Rises
2016-06-10 19:29:33,"CAD Rises on Employment Data, Loses Gains on Crude Oil Drop"
2016-06-10 19:15:01,Russian Ruble Falls After Interest Rate Cut c
2016-06-09 17:10:09,Improved UK Trade Deficit Doesn’t Help Sterling Much
2016-06-09 15:45:05,Euro Drops on Warnings of Long-Term Economic Damage D
2016-06-09 12:26:11,Poor Market Sentiment Attracts Trader to Japanese Yen
2016-06-09 12:15:50,"China’s Economic Data Mixed, Aussie Trades Lower"
2016-06-09 00:33:36,Canadian Dollar Heads for Fifth Day of Gains vs. US Dollar 1
2016-06-08 22:23:23,New Zealand Dollar Soars After RBNZ Keeps Rates on Hold
2016-06-08 18:06:40,"Swiss Inflation Misses Eectations, Franc Unfazed"
2016-06-08 16:33:39,Yen Climbs as Japan’s GDP Finalized in Positive Territory
2016-06-07 15:01:09,RBA Decision Helps Aussie Gain Ground
2016-06-07 14:11:08,UK Pound Higher as Wild Swings Accompany Brexit Speculation
2016-06-06 14:49:08,Euro Clings to Recent Gains as German Factory Orders Slip
2016-06-04 16:21:53,Dollar Sinks Against Most Currencies by Weekend
2016-06-03 23:54:27,"Aussie Rises vs. Greenback, Little Changed vs. Other Majors D"
2016-06-03 20:38:03,"South Africa Keeps Investment Grade, USD/ZAR Dips u"
2016-06-03 13:56:25,"CAD Trades Mixed Today, But Weakness is Eected"
2016-06-03 13:42:08,NFP Beyond Awful — Dollar Crashes
2016-06-02 14:10:00,Euro Struggles After Draghi Statement
2016-06-01 20:40:54,Swiss Franc Unfazed by Bad Economic Data
2016-06-01 19:29:59,"Aussie Gains on Positive GDP Report, Has Troubles Keeping Gains"
2016-06-01 15:09:44,"Yen Bolstered, Thanks to Better Economic Data"
2016-06-01 13:45:12,Renewed Brexit Fears Send UK Pound Lower
2016-05-30 18:55:25,"CAD Falls vs. USD &amp; EUR, Gains on JPY"
2016-05-30 18:09:54,Dollar Index Edges Higher Following Friday’s Comments from Yellen
2016-05-30 14:29:53,Economic Confidence Reading Gives Euro a Boost
2016-05-30 10:59:47,"AUD Rebounds vs. USD, Shrugging Off Poor Fundamentals"
2016-05-30 10:12:52,Yen Falls with Declining Retail Sales &amp; Rising Stocks CD
2016-05-28 15:13:33,Dollar Ends Week Strong as Fed Hike Speculations Persist
2016-05-27 17:58:06,Aussie Falls amid Detrimental Fundamentals
2016-05-27 16:34:08,Yen Stable Despite Data from Japan 0
2016-05-26 22:38:46,"Euro Rises During Thursday’s Trading, Still Heads to Weekly Loss"
2016-05-26 21:12:55,Japanese Yen Feels Strong
2016-05-26 14:49:16,Greenback Trades Lower as Dollar Index Falls
2016-05-26 14:02:21,Australian Dollar Bounces After Falling Intraday 0
2016-05-26 13:45:24,Canadian Dollar Gains as Oil Tops $50 a Barrel
2016-05-26 13:42:44,"Pound Falls vs. Rivals, Remains Steady vs. Dollar"
2016-05-25 18:35:35,Aussie Follows Kiwi in Gains
2016-05-25 18:12:59,NZ Dollar Higher with Help from Domestic Data &amp; Crude Oil
2016-05-24 20:08:58,Hungarian Forint Higher vs. Euro After Central Bank Announcement
2016-05-24 19:19:52,Economic Sentiment Doesn’t Look Good for Euro
2016-05-24 14:21:51,"Dollar Index Higher, But Gains Tempered by Sterling"
2016-05-24 13:42:57,Japanese Yen Eases After Yesterday’s Gains
2016-05-24 12:33:08,Great Britain Pound Higher as Threat of Brexit Wanes
2016-05-24 12:23:52,Interest Rate Cut Talks Weigh on Australian Dollar
2016-05-23 18:56:31,Canadian Dollar Kicks Off Week with Decline
2016-05-23 16:42:40,Brexit Continues to Weigh on UK Sterling
2016-05-23 14:34:49,Dollar Index Higher on Fed Rate Hike Speculation
2016-05-23 13:54:24,Euro Drops as Economic Data Disappoints
2016-05-23 12:33:12,"NZD Struggles to Keep Rally vs. USD, Falls vs. JPY"
2016-05-23 11:43:31,Yen Trades Higher After Mixed Data d
2016-05-21 18:23:42,US Dollar Ends Week Strong with Help from Fed Minutes
2016-05-20 15:57:08,Canadian Data Trades Lower due to Poor Macroeconomic Indicators
2016-05-20 15:38:09,Dollar Higher amid Summer Hike Talks 8
2016-05-20 09:08:32,"Great Britain Pound Falls, Still Heads to Weekly Gains"
2016-05-20 08:43:51,Threat of Intervention Discourages Traders from Buying Yen
2016-05-18 20:57:16,"Japan’s Economy Emerges from Recession, Yen Not Impressed 0"
2016-05-18 20:33:24,Pound Firm After Employment Data &amp; Brexit Polls
2016-05-18 14:39:08,"Euro Loses Ground Against Dollar, Pound"
2016-05-18 10:57:06,Kiwi Lower on New Zealand Data &amp; US Dollar Rally
2016-05-18 10:16:17,Australian Dollar Retreats as Wage Inflation Misses Eectations
2016-05-17 13:58:13,Weak Inflation Data Doesn’t Stop Pound
2016-05-17 13:23:17,Greenback Mostly Higher on Possibility of Fed Action
2016-05-16 14:22:15,Euro Mostly Rangebound as Forex Traders Consider Data
2016-05-16 13:36:53,Loonie Rallies Against Major Currencies as Oil Rises
2016-05-16 13:33:49,Japanese Yen Unable to Profit from China’s Poor Data
2016-05-16 13:14:15,Australian Dollar Rises as Australian Data Fails to Lead Markets
2016-05-14 17:11:08,Dollar Broadly Higher amid Tightening Speculations
2016-05-13 13:30:45,US Dollar Gains After Retail Sales Data D
2016-05-13 10:44:38,Australian Dollar Weaker amid Interest Rate Cut Speculations
2016-05-13 10:23:17,Euro Under Pressure After Release of Eurozone Data d
2016-05-12 16:02:30,Norwegian Krone Higher After Policy Decision &amp; GDP 2
2016-05-12 15:48:49,Yen Soft as BoJ Continues to Signal About Easing
2016-05-12 13:45:40,Euro Pulls Back as Economic Slowdown is Eected
2016-05-11 13:57:04,"Greenback Pulls Back on Profit Taking, Fed"
2016-05-11 13:32:14,"UK Production Misses Eectations, Sterling Suffers u"
2016-05-11 12:52:44,Australian Dollar Mixed After Economic Data
2016-05-10 14:50:55,Swiss Fran Drops as Unemployment Rate Rises
2016-05-10 14:04:06,Australian Dollar Rises on China’s Data
2016-05-10 12:34:32,Sterling Sees Advantage in Currency Trading
2016-05-09 14:11:19,Japanese Yen Slips on Potential for Intervention
2016-05-09 13:36:14,Euro Trades Mixed as More Greek Discussion Gets Under Way
2016-05-07 11:33:14,NFP Don’t Prevent US Dollar from Rising
2016-05-06 14:22:10,Australian Dollar Slumps After RBA Policy Statement
2016-05-06 12:55:52,Dollar Weakens as Employment Growth Misses Eectations d
2016-05-05 11:40:56,Pound Soft vs. Dollar After Another Disappointing Report
2016-05-05 10:07:07,Australian Dollar Overcomes Impact of RBA Cut
2016-05-04 14:08:43,Risk Aversion Limits Losses to US Dollar
2016-05-04 12:31:49,Pound Little Changed vs. Dollar &amp; Yen After Construction PMI 00
2016-05-04 12:14:36,"NZ Dollar Down After Employment Data, Fall Limited"
2016-05-03 20:06:41,Canadian Dollar Tumbles amid Crude Oil Sell-Off
2016-05-03 15:54:40,UK Manufacturing PMI Below — Pound Sinks
2016-05-03 12:09:34,"Swiss Franc Gains, Ignoring Adverse Fundamentals"
2016-05-03 11:07:35,Australian Dollar Sinks Over % After RBA Makes Surprise Cut c
2016-05-02 14:27:59,Euro Hits the $1.15 Level Against the Dollar
2016-05-02 12:43:31,Australian Dollar Gains vs. Major Peers
2016-05-02 12:28:46,Yen Backs Off from Multi-Year Highs
2016-04-28 14:43:49,Greenback Drops on GDP Data
2016-04-28 13:41:14,Japanese Yen Jumps as BOJ Stays the Course
2016-04-27 14:41:01,Higher Oil Prices Help Canadian Dollar
2016-04-27 13:39:45,Euro Maintains Strength in Forex Trading
2016-04-27 10:01:16,"New Zealand Trade Balance Misses Eectations, NZD Down 9"
2016-04-27 08:36:11,Australian Dollar Sinks After CPI Disappoints
2016-04-25 14:15:53,Japanese Yen Gains Ahead of BOJ Meeting
2016-04-25 13:42:47,US Dollar Slightly Lower Ahead of Fed Meeting
2016-04-23 19:07:11,"Euro Ends Trading Weak, Keeps Ground vs. Safe Currencies d"
2016-04-22 14:03:11,Oil Gives Canadian Dollar a Bump u
2016-04-22 09:01:12,Australian Dollar Gains amid Confused Market Sentiment
2016-04-22 08:35:58,Yen Sinks amid Stimulus Speculations
2016-04-21 20:16:32,Great Britain Pound Unable to Keep Bullish Momentum
