publish_date,headline_text
2017-02-21 17:58:42,US Dollar Climbs as Comments from Fed Official Increase Eectations for Raising Rates d
2017-02-20 21:03:50,Canadian Dollar Steadies as Wholesale Trade Exceeds Forecasts
2017-02-20 11:37:18,New Zealand Dollar Starts Week Sharply Higher
2017-02-18 12:21:09,US Dollar Fails to Capitalize on Positive Fundamentals
2017-02-17 18:54:00,"AUD/USD Bullish Trend Reverses, Despite Positive Australian Employment Data"
2017-02-17 17:09:51,Japanese Yen Rises Against Dollar Despite Strong US Economic Data
2017-02-17 11:32:18,New Zealand Dollar Falls as Domestic Data Trails Eectations
2017-02-16 18:01:06,US Dollar Falls for Second Consecutive Day
2017-02-16 17:40:55,EUR/USD Trades Higher as US Dollar Weakens Despite Fed’s Hawkish Outlook
2017-02-16 12:01:56,Employment Data Drives Australian Dollar Down
2017-02-16 01:33:42,US Dollar Loses Wednesday’s Gains as Economic Data Turns to Worse C
2017-02-15 19:00:53,Canadian Dollar Erases Earlier Losses Against US Peer Following Manufacturing Data
2017-02-15 17:11:43,"US Dollar Rallies Briefly Boosted by Higher CPI and Retail Sales, Later Retraces Gains"
2017-02-15 13:20:48,"Australian Dollar Gains, Lifted by Positive Data"
2017-02-14 18:27:11,US Dollar Rallies as Yellen Hints at a More Hawkish Fed Outlook
2017-02-13 19:57:00,US Dollar Rises Against Major Rivals Following Trump and Abe’s Meeting u
2017-02-13 08:24:59,Ringgit Falls vs. Dollar Despite Favorable Market Sentiment
2017-02-11 19:31:41,US Dollar Returns Appeal After Several Weeks of Decline
2017-02-10 17:00:22,US Dollar Deflates After Release of Negative Consumer Sentiment Report
2017-02-10 11:23:50,China’s Amazing Trade Data Boosts Australian Dollar
2017-02-09 19:52:58,Canadian Dollar Rises Against US Dollar Ahead of Labor Market Data
2017-02-09 17:22:21,EUR/USD Remains Bearish Backed by Political Uncertainties
2017-02-08 20:45:54,Canadian Dollar Climbs to Reverse Yesterday’s Direction Ahead of Housing Starts Data
2017-02-08 17:58:49,US Dollar Loses Momentum Triggered by Lower Bond Yields and an Empty Economic Docket
2017-02-08 12:29:46,"Pound Slides vs. Dollar &amp; Yen, Driven by Brexit Fears"
2017-02-07 19:14:06,Canadian Dollar Touches Lowest Level in Two Weeks as US Dollar Surges
2017-02-07 18:01:40,US Dollar Rises Backed by Lower Trade Deficit and Positive Jobs Data
2017-02-07 09:50:06,"New Zealand Dollar Surges on Inflation Eectations, Loses Gains Later"
2017-02-06 21:52:00,"EUR Trims Decline vs. USD &amp; GBP, Keeps Losses vs. JPY &amp; CHF"
2017-02-06 19:15:20,US Dollar Moves Higher Against Euro Following Draghi’s Dovish Comments
2017-02-06 18:46:42,"GBP/USD Trades Lower Based on Brexit Uncertainties, Later Recovers"
2017-02-04 19:17:00,"US Dollar Remains Soft, Outperforms Great Britain Pound"
2017-02-04 00:18:34,"CAD Erases Losses vs. USD, Rallies for Second Straight Week 2"
2017-02-03 20:58:50,Mexican Peso Rises vs. Dollar After US NFP
2017-02-03 17:35:12,US Dollar Falters Backed by Poor Wage Growth Against Positive Job Growth for January
2017-02-03 09:52:11,Amazing Trade Data Supports Australian Dollar CD
2017-02-02 20:48:39,US Dollar Edges Lower as Uncertainty Towards Trump Looms
2017-02-02 16:45:31,GBP/USD Drops After BoE’s Dovish Comments and Neutral Outlook on UK Inflation
2017-02-01 17:21:01,US Dollar Rebounds as Hiring from Private Sector Exceeds Eectations
2017-02-01 16:27:45,"GBP/USD Rallies Boosted by Positive UK Manufacturing PMI Data, Despite US Dollar Recovery 9"
2017-01-31 22:52:05,Canadian Dollar Doesn’t Pay Heed to Supportive Fundamentals
2017-01-31 18:10:28,USD/JPY set to Record its first Monthly Decline since September 2
2017-01-31 00:41:17,"CAD Rallies vs. EUR &amp; USD, Falls vs. CHF &amp; JPY"
2017-01-30 17:44:02,US Dollar Drops as Trump’s Ban Raises Demand for Safety
2017-01-27 19:19:04,Economic Data Leads US Dollar During Friday’s Trading dd
2017-01-27 17:42:21,GBP/USD Pair Loses Momentum for the Second Consecutive Day Ahead of Crucial Meeting
2017-01-26 22:28:33,Euro Drops as Dollar Rallies
2017-01-26 18:39:02,Canadian Dollar Declines on Concerns Towards Trump’s Protectionist Approach
2017-01-26 17:56:05,EUR/USD Weakens as the US Dollar Rallies Despite Negative Home Sales Data C
2017-01-26 12:40:15,"New Zealand Dollar Falls, Ignoring Good CPI"
2017-01-26 12:13:02,GBP Moves Lower vs. USD &amp; CHF Despite Solid GDP
2017-01-25 20:45:29,Australian Dollar Weakens After Inflation Data
2017-01-25 18:42:39,Mexican Peso Climbs vs. Dollar amid US Uncertainty
2017-01-25 17:01:23,US Dollar Edges Lower Against Euro as Traders Remain Reluctant
2017-01-24 17:32:26,EUR/USD Falters Despite Release of Positive Markit PMI Data on the Eurozone
2017-01-23 18:22:18,US Dollar Falls on Concerns Towards Trump’s Administration
2017-01-23 17:41:14,GBP/USD Rallies Ahead of UK Supreme Court Ruling on Article
2017-01-21 21:06:39,"US Dollar Remains Weak, Dollar Bulls Remain Optimistic"
2017-01-20 18:43:00,Canadian Dollar Shows Mixed Results After Release of CPI Data for December
2017-01-20 15:04:23,US Dollar Heads Higher as Donald Trump Takes Office
2017-01-20 14:11:06,"Australian Dollar Falls, China’s Data Fails to Support"
2017-01-19 22:08:15,US Dollar Rises on Strong Housing Starts and Jobless Claims Data
2017-01-19 17:48:05,EUR/USD Eases as the ECB Warns of Subdued Inflation and Reports a Dovish Outlook
2017-01-18 18:19:01,Canadian Dollar Weakens as the BoC Maintains Interest Rates 89
2017-01-18 18:11:52,US Dollar Edges Higher as CPI Data Reveals Stronger Inflation
2017-01-18 15:16:40,"Real Falls vs. Dollar, Brazil’s Official’s Unconcerned"
2017-01-17 19:53:06,US Dollar Drops as Donald Trump Says the Currency Is Too Strong
2017-01-16 21:58:38,Euro Remains Stable Against US Dollar as Traders Anticipate ECB Meeting
2017-01-16 17:19:37,USD/CAD Struggles to Maintain Upward Momentum as US Markets Remain Closed C
2017-01-14 11:34:22,Dollar Ends Broadly Lower
2017-01-13 17:43:01,US Dollar Recovers Briefly Boosted by Retail Sales Data for December 9
2017-01-13 14:07:55,"South Korean Won Gains on US Dollar, Ignoring Negative Fundamentals"
2017-01-13 13:45:23,"Turkish Lira Reverses Rally, Falling vs. US Dollar D"
2017-01-12 18:41:34,US Dollar Looks to Fed Speakers for Support After Trump Speech Sours Investor Confidence
2017-01-12 12:13:49,"Turkish Lira Logs Strong Gains vs. Dollar, Analysts Remain Bearish d"
2017-01-12 11:54:17,Brazilian Real Gains on US Dollar Despite Monetary Easing 2
2017-01-11 18:27:57,US Dollar Declines Against Major Currencies During Trump’s First Press Briefing
2017-01-10 19:07:36,Canadian Dollar Rises Against Rivals on Stable Oil Prices
2017-01-10 18:15:17,US Dollar Remains Shaky as Investors Monitor Bond Yields
2017-01-10 09:52:09,Australian Dollar Fails to Rally vs. US Dollar
2017-01-09 18:58:49,Canadian Dollar Falls vs. Euro &amp; Yen Following Drop of Crude Oil 9
2017-01-09 17:41:01,US Dollar Falls vs. Major Peers During Monday’s Trading
2017-01-09 12:10:51,Turkish Lira Hits Record Low vs. Dollar After Falling More Than %
2017-01-06 19:09:34,US Dollar Climbs Against Euro and Pound on Strong US Wage Growth
2017-01-06 18:25:16,USD/CAD Drops Significantly After Release of Canada’s Employment Data
2017-01-05 19:22:56,Canadian Dollar Remains Unchanged Even as Oil Prices Move Higher
2017-01-05 18:17:43,US Dollar Remains Bearish as weak Unofficial Employment data Reported in December
2017-01-04 20:58:58,British Pound Rises Agaisnt US Dollar on Positive Economic Data in the UK
2017-01-04 17:54:35,US Dollar Weakens as Markets Await Release of FOMC Minutes
2017-01-03 19:10:39,British Pound Touches Its Lowest Level Since October Against US Dollar
2017-01-03 18:19:29,US Dollar Remains Bullish Backed by Strong Manufacturing Data
2016-12-24 16:30:43,"Dollar Soft Ahead of Holiday, Ekes Out Gains vs. Some Rivals"
2016-12-23 22:14:39,US Dollar Declines as Currency Traders Collect Profits u
2016-12-23 16:21:56,Canadian Dollar Drops for Third Straight Day d
2016-12-23 10:35:00,Euro Gains for Third Day on US Dollar
2016-12-22 22:59:09,US Dollar Edges Lower Against Major Peers Following Rapid Gains
2016-12-22 19:10:51,"Euro Rallies Against The US Dollar, But Unable To Sustain Upward Momentum 9"
2016-12-21 17:57:01,New Zealand Dollar Drops as Trade Balance Misses Analysts’ Estimates
2016-12-21 17:47:04,Australian Dollar Falls with Leading Index
2016-12-21 15:20:17,US Dollar’s Advance Eases Ahead of Christmas Holiday
2016-12-20 19:10:07,US Dollar Climbs Against Euro Following Terrorist Attacks in Turkey and Germany
2016-12-20 17:59:24,NZD/USD Makes a Minor Recovery as the US Dollar Maintains Its Upward Momentum
2016-12-20 17:50:36,Australian Dollar Trades Higher After RBA Minutes 0
2016-12-19 17:59:26,USD/JPY Struggles to Maintain Upward Momentum As The US Dollar Remains Bullish uuC
2016-12-19 17:47:03,Mexican Peso Gains on US Dollar After Interest Rate Hike
2016-12-17 16:13:19,Dollar Strong After Fed Week
2016-12-16 20:49:54,Australian Dollar Declines Against Major Peers After US Fed Decision
2016-12-16 17:59:55,US Dollar Remains Bullish Against Major Currencies Despite Weak Housing Data
2016-12-15 17:17:37,US Dollar Strengthens Against Major Currencies Backed by Fed Announcement
2016-12-15 15:51:33,US Dollar Soars to Its Highest Level Since
2016-12-15 13:55:15,Norwegian Krone Down vs. US Dollar Following Norges Bank Meeting
2016-12-15 00:51:00,Australian Dollar Strong After Employment Report
2016-12-14 20:42:54,Dollar Jumps After Fed Hikes Rates &amp; Updates Economic Projections d
2016-12-14 19:09:44,Canadian Dollar Surges to Highest Level in Eight Weeks Ahead of Fed Rate Decision
2016-12-14 18:36:33,British Pound Climbs Against US Dollar on Positive UK Jobs Data
2016-12-14 17:52:10,EUR/USD Remains Bullish Ahead of The Federal Reserve Bank Interest Rate Announcement
2016-12-14 15:10:51,Yen Gains on Dollar After Release of Japan’s Economic Reports
2016-12-13 16:03:43,Canadian Dollar Rises Against US Counterpart on Higher Oil Prices c
2016-12-13 16:02:29,NZD/USD Maintains Its Bullish Trend Despite Weak Manufacturing Data
2016-12-13 02:36:41,Australian Dollar Etches Small Gains After Economic Releases
2016-12-12 20:58:12,The US Dollar Weakens Against the Canadian Dollar Backed by Higher Oil Prices
2016-12-12 16:25:24,US Dollar Soars Against Japanese Yen Ahead of Fed Policy Decision
2016-12-09 20:00:57,US Dollar Maintain Its Gains Before Federal Reserve’s Meeting
2016-12-09 12:12:12,Australia Dollar Stages Bounce After China’s Data
2016-12-08 16:17:07,Euro Sharply Drops Against US Dollar as ECB Lengthens Its Bond Purchases
2016-12-08 12:55:19,New Zealand Dollar Firm After Wheeler’s Speech
2016-12-07 19:13:22,Canadian Dollar Climbs Against British Pound on Improving Oil Prices
2016-12-07 14:36:52,US Dollar Remains Steady on Anticipation for ECB Policy Decision
2016-12-07 14:16:38,Australia Dollar Drops After Economy Declines
2016-12-06 22:03:20,British Pound Gives up Earlier Gains Against US Dollar C
2016-12-06 20:50:23,US Dollar Remains Stable Against Euro as Traders Brace for Upcoming Policy Meetings
2016-12-06 14:27:43,Turkish Lira Jumps Against US Dollar
2016-12-06 13:24:46,Australian Dollar Struggles to Rebound
2016-12-05 20:09:42,Australian Dollar Mixed After Australian &amp; Chinese Data
2016-12-05 17:19:46,US Dollar Reverses Gains Achieved Against Euro After Italy’s Referendum
2016-12-03 11:45:21,US Dollar Ends Week Soft as Markets Didn’t Like NFP
2016-12-02 19:01:35,Canadian Dollar Gets Help from Positive Employment Report d8
2016-12-02 18:34:51,US Dollar Falls Against Major Peers Following Disappointing Jobs Data
2016-12-01 21:21:44,Dollar Sinks as Traders Take Profit
2016-12-01 19:41:37,Canadian Dollar Continues to Receive Support from Skyrocketing Oil Prices c
2016-12-01 11:12:05,Australian Dollar Unable to Maintain Upward Momentum
2016-12-01 10:54:28,New Zealand Dollar Fails to Rally Despite Data from China
2016-11-30 18:48:59,Canadian Dollar Surges Against Euro Following OPEC’s Output Cut
2016-11-30 17:40:26,Dollar Sharply Gains as US Data Releases Lift It Higher
2016-11-30 11:41:35,New Zealand Dollar Trims Gains Following Earlier Rally
2016-11-29 18:45:40,US Dollar Rises on Best US Growth Rates in Two Years
2016-11-28 21:32:28,"Canadian Dollar Follows Crude Oil to Upside, Rally in Danger"
2016-11-28 19:22:49,"Euro Rises Against Few Rivals, Retreats Versus Most"
2016-11-28 15:35:03,US Dollar Drops Against Yen as Traders Collect Profits
2016-11-26 10:00:03,Dollar Mixed During Abbreviated Holiday Week 8
2016-11-25 17:34:48,US Dollar Falls as Traders Anticipate Exchange Rate Correction
2016-11-24 18:16:09,US Dollar Retreats on Thinning Trading Ahead of Thanksgiving
2016-11-24 14:56:26,Australian Dollar Follows Iron Ore to Upside
2016-11-24 14:07:44,Rand Lower vs. Dollar After South African Central Bank Policy Meeting
2016-11-23 18:32:23,US Dollar Climbs on Strong Durable Goods Data and Eected Rate Hike
2016-11-23 15:12:08,British Pound Moves Higher on UK’s Fiscal Stimulus Plans
2016-11-22 20:36:29,Dollar Returns to Gains as Traders Eect Accelerated Rate Hikes
2016-11-21 19:09:10,British Pound Jumps Against Dollar on Possible Brexit Deal
2016-11-21 14:44:52,US Dollar Halts Its Rise After Straight Days of Gains
2016-11-21 11:17:22,New Zealand Dollar Higher During Monday’s Trading
2016-11-19 12:49:14,Dollar Continues to Dominate Forex Market u
2016-11-18 22:17:41,US Dollar Extends Its Weekly Rally on Fiscal Stimulus Forecasts
2016-11-18 18:57:47,Canadian Dollar Firm After Inflation Data u
2016-11-18 15:25:16,Euro Slips Against US Dollar as Draghi Supports Maintaining Monetary Stimulus
2016-11-17 18:02:55,US Dollar Steadies as Fed Chair Janet Yellen Supports Raising Interest Rates
2016-11-16 16:09:34,US Dollar Surges to Its Highest Level Since on Trump’s Fiscal Policy
2016-11-16 10:37:12,Australian Dollar Sinks Despite Decent Economic Reports
2016-11-15 17:14:12,US Dollar Maintains Gains Against Euro on Positive Retail Sales Data
2016-11-15 01:37:41,"AUD Rises vs. USD, Flat vs. Other Majors"
2016-11-14 20:18:06,"British Pound Struggles to Find Direction, Drops Against U.S. Dollar"
2016-11-14 17:33:02,US Dollar Continues to Rise as December’s Rate Hike Appears More Likely
2016-11-14 14:20:12,"NZ Dollar Lower vs. US Dollar, Bounce vs. Other Rivals"
2016-11-12 23:41:51,"Dollar Ends Week Among Winners, Gets Beaten by Sterling"
2016-11-11 22:28:08,Australian Dollar Drops to Its Lowest Level in Nearly a Month 2
2016-11-11 14:50:53,Dollar Maintains Its Gains to Trade at Its Best Level Since October
2016-11-10 23:29:09,Canadian Dollar Hurt by Oil Prices &amp; Trump’s Victory
2016-11-10 18:14:39,Japanese Yen Declines Against Dollar
2016-11-10 15:49:54,"Australian Dollar Attempts to Bounce, Fails 1"
2016-11-10 15:45:40,Dollar Gains as Initial Shock from Trump’s Victory Fades 9
2016-11-10 15:28:03,New Zealand Dollar Sinks for Second Day as RBNZ Cuts Interest Rates C
2016-11-09 20:34:26,"Canadian Dollar Faces Volatile Trading, Drops Against Pound on US Election"
2016-11-09 14:40:44,Dollar Recovers from Initial Shock after Trump Wins Presidency
2016-11-08 20:59:00,Canadian Dollar Strengthens as Markets Bet on Hillary’s Victory
2016-11-08 15:19:28,Dollar Edges Slightly Lower as Markets Brace for Elections
2016-11-08 08:23:35,"Australian Dollar Weak, Hurt by Soft Data from Australia &amp; Abroad 1"
2016-11-07 21:27:23,Canadian Dollar Advances on Improved Appetite for Risk
2016-11-07 19:31:13,Canadian Dollar Opens Sharply Higher as Week Starts with Shock
2016-11-07 15:56:55,Dollar Rises as FBI Finds No Evidence Against Clinton
2016-11-05 17:09:45,US Dollar Jitters as US Elections Come Closer 2
2016-11-04 21:09:35,New Zealand Dollar Seeks Direction amid Clashing Fundamentals
2016-11-04 18:39:32,Canadian Dollar Little Changed due to Economic Data &amp; Oil Prices
2016-11-04 13:57:22,Dollar Stops Its Losses After a Labor Market Report u
2016-11-04 12:30:23,Australian Dollar Little Change After Retail Sales &amp; RBA
2016-11-02 21:11:57,Canadian Dollar Falls as Oil Prices Sharply Decline
2016-11-02 18:44:12,US Dollar Hits Its Lowest in Weeks Less Than a Week Before Election
2016-11-02 16:43:43,NZ Dollar Gets Help from Surprisingly Good Economic Data
2016-11-01 18:42:55,Australian Dollar Records Limited Gains Despite Supportive Data Cu
2016-11-01 15:06:08,Dollar Falls as Political Uncertainty Shadows Recent Gains
2016-10-31 14:42:57,"Dollar Bounces from Friday’s Low, Heads for a Monthly Gain"
2016-10-29 10:11:40,"Dollar Ends Week Mixed, Struggling to Maintain Upward Momentum"
2016-10-28 19:28:45,US Dollar Gets No Boost from US Economic Data
2016-10-27 22:09:57,Canadian Dollar Mostly Flat amid Battling Fundamentals Uc
2016-10-27 14:21:09,Dollar Maintains Its Gains Against Yen on Interest Policy Forecasts c
2016-10-26 20:38:31,Canadian Dollar Under Pressure During Wednesday’s Trading
2016-10-26 19:05:46,US Dollar Mixed as Fed December Meeting Remains in Spotlight
2016-10-26 12:16:00,Pound Flat While Markets Focus on Brexit &amp; BoE Stimulus
2016-10-26 11:54:44,"Australian Dollar Retreats from Session Highs, Stays Above Opening"
2016-10-24 17:46:09,Australian Dollar Struggles to Rise Ahead of Q3 CPI
2016-10-21 18:18:13,Dollar Rallies Against Rivals During Friday’s Trading
2016-10-21 16:59:48,Canadian Dollar Turns Lower After Data Fails to Reach Consensus Forecast
2016-10-20 11:29:46,Australian Dollar Falls vs. US Dollar After Six Sessions of Gains
2016-10-19 17:41:20,US Dollar Loses Ground to Yen Amid Depressing Housing Starts Data
2016-10-19 13:14:48,Australian Dollar Struggles to Keep Rally After China’s Data
2016-10-18 21:01:34,GBP/USD Rallies as Inflation Data Is Released
2016-10-18 12:58:06,New Zealand Dollar Rallies as Inflation Beats Eectations
2016-10-18 12:22:07,Australian Dollar Rallies After RBA Minutes
2016-10-17 19:27:29,Uninspiring Economic Data Causes the USD to Lose Its Footing
2016-10-17 13:30:41,Yen Flat After Kuroda Talks About Stimulus Again
2016-10-16 11:56:36,EUR/USD Closes Under Significant Level 0 — % Weekly Loss D
2016-10-15 12:25:56,Dollar Logs Big Weekly Gains as Fed Suggests Tightening Soon
2016-10-14 12:58:08,Dollar Rallies as Data Feeds Outlook for Interest Rate Hike
2016-10-14 12:44:15,Australian Dollar Jumps After China’s Data Surprises
2016-10-13 12:25:47,Australian Dollar Trims Losses After Intraday Drop
2016-10-12 11:29:17,Australian Dollar Climbs After Consumer Sentiment Report
2016-10-08 12:35:40,US Dollar Ends Week with Gains Despite Weak NFP
2016-10-06 15:57:50,Dollar Strong Ahead of Non-Farm Payrolls
2016-10-06 09:23:37,Australian Dollar Trades Lower Even as Trade Deficit Shrinks
2016-10-06 01:32:59,Canadian Dollar Stays Flat After Mixed Trading
2016-10-05 23:17:12,Dollar Trades Flat During Wednesday
2016-10-05 10:35:25,New Zealand Dollar Drops with Dairy Prices 09
2016-10-05 10:07:55,Australian Dollar Doesn’t Get Help from Economic Data
2016-10-04 11:06:32,"Australian Dollar Flat vs. US Dollar, Gains on Other Rivals After RBA"
2016-10-04 10:58:51,Great Britain Pound at Three-Decade Low Against US Dollar
2016-10-04 02:41:08,Dollar Extends Monday’s Gains into Tuesday
2016-10-04 01:36:15,"Australian Dollar Higher After Economic Data, Waits for RBA"
2016-10-01 12:35:01,Canadian Dollar Ends Week Higher Against Most Rivals
2016-10-01 00:35:40,Canadian Dollar Ends Trading Higher on Strong GDP
2016-09-30 01:45:31,Canadian Dollar Goes Lower After Two Days of Gains
2016-09-29 15:49:54,"Pound Under Pressure from Stimulus Eectations, Manages to Beat Yen"
2016-09-29 00:55:42,Canadian Dollar Maintains Rally Caused by OPEC Decision C0d
2016-09-28 23:15:30,"Dollar Flat vs. Rivals, Down vs. Commodity Currencies"
2016-09-28 10:57:30,NZ Dollar Dips amid Quiet Trading
2016-09-28 10:19:10,Pound Slides as BoE Deputy Governor Talks About Stimulus 9
2016-09-28 01:38:04,Canadian Dollar Struggles to Keep Gains c
2016-09-28 00:27:15,US Dollar Mixed amid Barrage of News
2016-09-27 16:59:15,Brazilian Real Gains vs. US Dollar During Tuesday’s Trading 0
2016-09-26 23:59:49,"Canadian Dollar Falls on Monday, Rally of Crude Oil Doesn’t Help"
2016-09-26 22:42:51,US Dollar Soft as Traders Worry About Presidential Elections 2
2016-09-26 15:38:18,Future Does Not Look Bright for Canadian Dollar
2016-09-24 16:58:52,Dollar Ends Week Soft as Fed Stays Passive
2016-09-22 16:56:05,NZ Dollar Lower as RBNZ Continues to Talk About Stimulus
2016-09-21 15:59:12,Australian Dollar Rises After Release of Leading Index
2016-09-19 23:12:23,Dollar Trades Little Lower on Monday
2016-09-19 14:43:25,New Zealand Dollar Trades Higher on Monday 8
2016-09-17 15:16:41,Swiss Franc Joins Dollar &amp; Yen in Rally
2016-09-16 15:47:12,Dollar Strong After Inflation Beats Eectations
2016-09-15 18:02:49,"CHF Gains on USD, GBP &amp; EUR After Central Bank’s Meeting"
2016-09-15 08:56:17,"New Zealand GDP Trails Eectations, NZ Dollar Gives Ground"
2016-09-15 08:35:35,Australian Dollar Remains Steady After Employment Data
2016-09-14 11:54:05,Australian Dollar Trades Higher Ahead of Thursday’s Employment Data
2016-09-13 16:46:15,Canadian Dollar Loses Ground as Crude Oil Slumps
2016-09-13 15:39:51,Dollar Rebounds After Monday’s Decline c
2016-09-12 21:12:22,Canadian Dollar Bounces After Earlier Losses
2016-09-12 18:55:25,Dollar Goes Lower After Brainard Speaks C
2016-09-12 12:40:45,Australian Dollar Falls with Global Stocks &amp; Bonds
2016-09-10 12:27:19,Euro Ends Week Higher vs. Dollar &amp; Pound
2016-09-10 02:02:01,Canadian Dollar Ends Trading Soft
2016-09-09 17:33:31,Dollar Strong Against Rivals After Rosengren Talks About Tightening
2016-09-09 09:56:22,Economic Data Detrimental to Australian Dollar
2016-09-08 18:21:23,"CAD Falls vs. USD &amp; EUR, Beats JPY"
2016-09-08 10:15:11,Australian Dollar Higher After Trade Balance Improves c
2016-09-07 17:52:40,NZD Highest in More Than Year vs. USD &amp; EUR
2016-09-07 17:29:25,Australian Dollar Lower as Economic Data Hurts
2016-09-06 15:51:39,US Dollar Drops on Fading Rate Hike Eectations
2016-09-05 10:07:25,"Pound Higher vs. Dollar on UK Services PMI, Fails to Beat Yen 9D"
2016-09-03 11:04:45,US Dollar Ends Week Mixed as NFP Muddles Fed Outlook
2016-09-02 18:11:58,Canadian Dollar Finds Support in Domestic Data &amp; Rally of Crude Oil
2016-09-02 16:45:30,Dollar Bounces After Dropping on NFP
2016-09-01 10:08:45,Australian Dollar Higher Even Without Support from Economic Data
2016-08-31 11:36:47,New Zealand Dollar Rises Despite Falling Business Confidence
2016-08-30 15:15:36,Falling Oil Prices Continue to Weigh on Canadian Dollar U
2016-08-29 15:26:29,Coming Rate Hike Sends US Dollar Higher
2016-08-27 20:36:19,"Dollar Ends Week with Gains, Supported by Yellen"
2016-08-26 07:55:39,Euro Higher vs. Dollar as German Consumer Climate Improves c
2016-08-23 19:40:10,Dollar Mixed as Traders Wait for Yellen &amp; Jackson Hole Symposium c
2016-08-22 23:06:29,Canadian Dollar Drops Following Prices for Crude
2016-08-22 13:52:36,US Dollar Mostly Rangebound Ahead of Jackson Hole
2016-08-22 08:22:32,Australian Dollar Firms After Opening Sharply Lower
2016-08-20 21:11:59,Week Ends with Losses for US Dollar as Policy Outlook Mixed D
2016-08-19 20:47:33,Talks About Fed Tightening Buoy US Dollar
2016-08-19 14:35:04,Canadian Dollar Suffers from Disappointing CPI &amp; Retail Sales
2016-08-19 00:23:02,Canadian Dollar Little Changed After Thursday’s Rally
2016-08-18 20:14:00,Dollar Remains Vulnerable After Fed Minutes c
2016-08-18 15:53:16,"Australian Dollar Rallies After Employment Data, Trims Gains D"
2016-08-17 15:23:00,Australian Dollar Follows NZ Peer into Decline
2016-08-17 15:15:55,NZ Dollar Fails to Keep Gains Despite Helpful Economic Data
2016-08-17 13:48:20,US Dollar Gains on Revived Hopes of a Rate Hike 0
2016-08-16 16:42:11,NZ Dollar Stays Resilient
2016-08-16 16:19:41,Australian Dollar Mixed After RBA Minutes
2016-08-12 14:20:54,NZ Dollar Shows Mixed Performance
2016-08-11 15:13:48,Australian Dollar Follows Movement of New Zealand Dollar 0D
2016-08-11 14:55:18,New Zealand Dollar Stages Uneected Rally After RBNZ Cuts Rates
2016-08-10 14:56:18,US Dollar Drops as Fed Rate Hike Slips Further Into the Future
2016-08-10 11:43:27,New Zealand Dollar Firm Ahead of Policy Meeting
2016-08-10 11:34:55,Australian Dollar Continues Climb Higher
2016-08-09 15:53:18,Pound Drops for Fifth Day Against Dollar
2016-08-08 10:28:05,New Zealand Dollar Attempts to Reverse Losses
2016-08-08 09:55:13,Australian Dollar Undeterred by News from China d
2016-08-05 20:11:03,Canadian Dollar Plunges as Employment Falls &amp; Trade Deficit Grows
2016-08-05 18:27:58,Dollar Bounces as Non-Farm Payrolls Surprise Positively
2016-08-05 11:05:45,Australian Dollar Rises After RBA Statement &amp; Construction Index
2016-08-04 14:59:12,Australian Dollar Higher Despite Lackluster Retail Sales d
2016-08-02 15:27:18,NZD Gains on USD with Support from Economic Data
2016-08-02 14:51:33,Australian Dollar Faces Interest Rate Cut with Resilience
2016-08-01 10:58:32,Chinese Yuan Lower vs. US Dollar
2016-07-26 12:18:10,Japanese Yen Gains on Change in Stimulus Eectations
2016-07-25 12:31:02,US Dollar Loses Ground Ahead of Fed Meeting C
2016-07-22 16:06:21,Canadian Dollar Pulls Back After Earlier Gains
2016-07-18 11:54:35,US Dollar Performance Choppy in Forex Trading
2016-07-14 20:58:53,"Australian Dollar Climbs, Ignoring Disappointing Employment"
2016-07-14 10:38:23,"Upbeat Forecast, Higher Oil Prices Help Canadian Dollar"
2016-07-12 10:59:13,Risk Appetite Sends US Dollar Lower Against Majors
2016-07-11 18:24:42,Canadian Dollar Follows Crude Oil to Downside 0
2016-07-09 14:54:38,US Dollar Ends Week Mixed as NFP Do Not Give Edge 2
2016-07-08 21:42:40,Brazilian Real Jumps vs. US Dollar
2016-07-08 21:28:04,Canadian Dollar Settles Lower After Jobs Data
2016-07-08 17:33:46,Non-Farm Payrolls Fail to Boost Dollar
2016-07-07 00:55:31,US Dollar Mixed as Good Data Countered by Fed Minutes D
2016-07-07 00:37:51,Falling Canadian Dollar Gets Help from Crude Oil
2016-07-06 13:12:40,Yen Rallies to New Multi-Year Highs vs. Dollar &amp; Pound
2016-07-05 12:51:17,Positive Data Fails to Buoy New Zealand Dollar
2016-07-05 12:39:49,Australian Dollar Falls After RBA Meeting
2016-07-04 17:26:37,Australian Dollar Rallies as Markets Calm Down UU
2016-06-30 22:55:14,Canadian Dollar Swings Between Gains &amp; Losses
2016-06-30 18:11:16,Great Britain Pound Tanks After Carney Speaks About Stimulus 0
2016-06-28 13:09:40,Australian Dollar Takes Breath
2016-06-27 22:27:54,Canadian Dollar Suffers as Brexit Continues Rattle Markets
2016-06-27 12:47:47,NZ Dollar Fails to Rally on Rising Trade Surplus
2016-06-23 12:44:08,NZ Dollar Jumps While Britons Vote in Referendum
2016-06-22 13:47:03,"Swiss Franc Joins Rally vs. US Dollar, Unable to Beat Euro"
2016-06-22 13:03:10,Helpful Fundamentals Make Australian Dollar Stronger
2016-06-20 15:58:55,New Zealand Dollar Rallies Ignoring Domestic Fundamentals 0
2016-06-20 15:09:46,Canadian Dollar Goes Higher with Help of Crude Oil &amp; Brexit Outlook
2016-06-20 08:57:21,Pound Jumps More than % Against Dollar &amp; Yen
